date,ip,port,service,x64_config_spawn_to_x64,x64_config_spawn_to_x86,dns_idle,user_agent,x64_config_http_method_path_2,x86_config_spawn_to_x64,x86_config_spawn_to_x86,x86_config_http_method_path_2,watermark,c2_host_header
2024-08-06,106.52.5.128,443,https,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,,,/Discord.3.1.js,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,/Discord.3.1.js,678358251,Host: service-tencentcloud-1319809846.sh.apigw.tencentcs.com
2024-08-06,1.15.248.225,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,
2024-08-06,202.144.192.44,443,https,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,,,/jquery-3.3.2.min.js,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,/jquery-3.3.2.min.js,666666666,
2024-08-06,80.66.75.9,443,https,%windir%\sysnative\mstsc.exe,%windir%\syswow64\mstsc.exe,,,/rest/2/meetingskUZTARMhqB9CLZlPFu1kZG2-FzAoT,%windir%\sysnative\mstsc.exe,%windir%\syswow64\mstsc.exe,/rest/2/meetingskUZTARMhqB9CLZlPFu1kZG2-FzAoT,987654321,
2024-08-06,43.156.13.20,443,https,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,,,/feedapi/v2/newsserver/api/getmoney,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,/feedapi/v2/newsserver/api/getmoney,987654321,
2024-08-06,47.97.114.109,443,https,%windir%\sysnative\svchost.exe,%windir%\syswow64\svchost.exe,,,/jquery-3.3.2.min.js,%windir%\sysnative\svchost.exe,%windir%\syswow64\svchost.exe,/jquery-3.3.2.min.js,391144938,Host: itaoxiang.cn
2024-08-06,80.66.75.52,443,https,%windir%\sysnative\mstsc.exe,%windir%\syswow64\mstsc.exe,,,/rest/2/meetingskUZTARMhqB9CLZlPFu1kZG2-FzAoT,%windir%\sysnative\mstsc.exe,%windir%\syswow64\mstsc.exe,/rest/2/meetingskUZTARMhqB9CLZlPFu1kZG2-FzAoT,987654321,
2024-08-06,47.76.230.250,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,
2024-08-06,8.222.156.244,443,https,%windir%\sysnative\WerFault.exe,%windir%\syswow64\WerFault.exe,,,/googlegoogleapis/44,%windir%\sysnative\WerFault.exe,%windir%\syswow64\WerFault.exe,/googlegoogleapis/44,666666666,
2024-08-06,23.95.233.215,443,https,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,,,/jquery-3.3.2.min.js,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,/jquery-3.3.2.min.js,987654321,
2024-08-06,23.26.137.34,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,Host: /crowdstrike&Eset
2024-08-06,47.83.19.135,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/mail/u/0/,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/mail/u/0/,987654321,
2024-08-06,8.152.170.232,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/N4215/adj/amzn.us.sr.aps,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/N4215/adj/amzn.us.sr.aps,987654321,
2024-08-06,8.134.160.65,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/jquery-3.3.2.min.js,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/jquery-3.3.2.min.js,666666666,
2024-08-06,47.109.104.151,443,https,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,,,/api/v2/SyncDataUsingPost,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,/api/v2/SyncDataUsingPost,987654321,
2024-08-06,49.232.157.82,443,https,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,,,/jquery-3.3.2.min.js,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,/jquery-3.3.2.min.js,666666666,
2024-08-06,81.69.242.80,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,
2024-08-06,43.138.20.107,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/api/y,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/api/y,987654321,
2024-08-06,47.97.79.97,443,https,%windir%\sysnative\svchost.exe,%windir%\syswow64\svchost.exe,,,/jquery-3.3.2.min.js,%windir%\sysnative\svchost.exe,%windir%\syswow64\svchost.exe,/jquery-3.3.2.min.js,391144938,Host: haifang310.com
2024-08-06,185.234.216.143,443,https,%windir%\sysnative\regsvr32.exe,%windir%\syswow64\regsvr32.exe,,,/links,%windir%\sysnative\regsvr32.exe,%windir%\syswow64\regsvr32.exe,/ab,987654321,
2024-08-06,120.53.120.95,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,391144938,
2024-08-06,62.234.18.252,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,
2024-08-06,64.23.246.134,443,https,%windir%\sysnative\stordiag.exe -CollectETW -CheckFSConsistency,%windir%\Microsoft.NET\Framework\v4.0.30319\AppLaunch.exe,,,/amss.aspx,%windir%\sysnative\stordiag.exe -CollectETW -CheckFSConsistency,%windir%\Microsoft.NET\Framework\v4.0.30319\AppLaunch.exe,/amss.aspx,1952108946,
2024-08-06,47.91.14.8,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,666666666,
2024-08-06,185.208.158.228,443,https,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,,,/jquery-3.3.2.min.js,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,/jquery-3.3.2.min.js,987654321,
2024-08-06,106.53.181.113,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,
2024-08-06,8.138.43.240,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/baidu/post/api,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/baidu/post/api,666666666,
2024-08-06,119.91.61.117,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,666666666,
2024-08-06,103.253.43.175,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/mail/u/0/,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/mail/u/0/,987654321,
2024-08-06,110.40.138.5,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,
2024-08-06,143.198.241.192,443,https,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,,,/jquery-3.3.2.min.js,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,/jquery-3.3.2.min.js,2026066902,
2024-08-06,8.134.11.7,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,
2024-08-06,124.222.43.134,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,666666666,
2024-08-06,81.70.34.148,443,https,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,,,/csdn.net.2.1.js,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,/csdn.net.2.1.js,678358251,Host: service-tencentcloud-1319709886.sh.apigw.tencentcs.com
2024-08-06,8.140.60.136,443,https,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,,,/jquery-3.3.2.min.js,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,/jquery-3.3.2.min.js,391144938,
2024-08-06,64.7.198.36,443,https,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,,,/jquery-3.3.2.min.js,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,/jquery-3.3.2.min.js,987654321,
2024-08-06,34.44.155.8,443,https,%windir%\System32\dllhost.exe /Processid:61fcd840,%windir%\syswow64\dllhost.exe /Processid:61fcd840,,,/4.6.0/js/bootstrap.bundle.min.js,%windir%\System32\dllhost.exe /Processid:61fcd840,%windir%\syswow64\dllhost.exe /Processid:61fcd840,/4.6.0/js/bootstrap.bundle.min.js,739217098,
2024-08-06,47.92.75.101,443,https,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,,,/jquery-3.3.2.min.js,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,/jquery-3.3.2.min.js,666666666,Host: vdposter.bdstatic.com
2024-08-06,94.232.46.54,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,678358251,
2024-08-06,45.148.120.22,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,
2024-08-06,173.44.141.7,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/update43/GetUpdate/KB,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/update43/GetUpdate/KB,987654321,
2024-08-06,92.63.107.3,8443,https-alt,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,
2024-08-06,142.171.177.156,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,
2024-08-06,44.223.138.151,443,https,%windir%\sysnative\wermgr.exe,%windir%\syswow64\wermgr.exe,,,/N4215/adj/amzn.us.sr.aps,%windir%\sysnative\wermgr.exe,%windir%\syswow64\wermgr.exe,/N4215/adj/amzn.us.sr.aps,491167506,
2024-08-06,138.68.171.72,443,https,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,,,/jquery-3.3.2.min.js,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,/jquery-3.3.2.min.js,2026066902,
2024-08-06,5.188.86.71,443,https,%windir%\sysnative\svchost.exe,%windir%\syswow64\svchost.exe,,,/ki,%windir%\sysnative\svchost.exe,%windir%\syswow64\svchost.exe,/ki,1580103824,
2024-08-06,111.92.243.236,443,https,%windir%\sysnative\systray.exe,%windir%\syswow64\WUAUCLT.exe,,,/inquiry/unix/0LTC61HZBWX9,%windir%\sysnative\systray.exe,%windir%\syswow64\WUAUCLT.exe,/inquiry/unix/0LTC61HZBWX9,666666666,
2024-08-06,159.223.86.73,443,https,%windir%\sysnative\regsvr32.exe,%windir%\syswow64\regsvr32.exe,,,/as,%windir%\sysnative\regsvr32.exe,%windir%\syswow64\regsvr32.exe,/styles,987654321,
2024-08-06,121.43.174.203,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,
2024-08-06,8.217.222.41,443,https,%windir%\sysnative\gpupdate.exe,%windir%\syswow64\gpupdate.exe,,,/fd/ls/lsp.aspx,%windir%\sysnative\gpupdate.exe,%windir%\syswow64\gpupdate.exe,/fd/ls/lsp.aspx,987654321,Host: ssjcw.com
2024-08-06,43.153.222.28,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,100000,
2024-08-06,172.245.53.132,443,https,c:\windows\system32\rundll32.exe,c:\windows\syswow64\rundll32.exe,,,/user-apis/,c:\windows\system32\rundll32.exe,c:\windows\syswow64\rundll32.exe,/user-apis/,100000,
2024-08-06,8.223.20.63,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,0.0.0.0,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; FunWebProducts; IE0006_ver1;EN_GB),/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,0,
2024-08-06,101.43.32.212,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/prod/api/traceback,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/prod/api/traceback,100000,
2024-08-06,150.109.21.231,443,https,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,,,/jquery-3.3.2.min.js,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,/jquery-3.3.2.min.js,1234567890,
2024-08-06,82.152.164.236,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,0.0.0.0,Mozilla/5.0 (compatible; MSIE 9.0; qdesk 2.4.1263.203; Windows NT 6.1; WOW64; Trident/5.0),/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,0,
2024-08-06,104.160.18.203,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,100000,
2024-08-06,38.147.171.167,443,https,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,391144938,
2024-08-06,212.129.223.49,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,100000,
2024-08-06,1.14.206.72,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,
2024-08-06,124.223.200.131,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,0.0.0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",/admin/user,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/admin/user,305419896,
2024-08-06,114.55.57.77,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,
2024-08-06,101.42.4.160,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/index.php/Public/getcode,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/index.php/Public/getcode,666666666,
2024-08-06,139.196.74.248,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,
2024-08-06,194.36.171.35,80,http,%windir%\sysnative\wusa.exe,%windir%\syswow64\wusa.exe,,,/c/msdownload/update/others/2024/7/28986731_,%windir%\sysnative\wusa.exe,%windir%\syswow64\wusa.exe,/c/msdownload/update/others/2024/7/28986731_,987654321,
2024-08-06,58.137.140.238,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,
2024-08-06,20.5.43.62,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,157235884,
2024-08-06,35.238.182.197,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/api/4,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/api/4,666666666,
2024-08-06,43.155.31.253,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,
2024-08-06,162.251.94.192,80,http,%windir%\sysnative\regsvr32.exe,%windir%\syswow64\regsvr32.exe,,,/templates,%windir%\sysnative\regsvr32.exe,%windir%\syswow64\regsvr32.exe,/templates,666666666,
2024-08-06,64.226.98.234,80,http,c:\windows\sysnative\dllhost.exe,c:\windows\syswow64\dllhost.exe,,,/___utm.gif,c:\windows\sysnative\dllhost.exe,c:\windows\syswow64\dllhost.exe,/___utm.gif,987654321,
2024-08-06,103.234.72.208,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,
2024-08-06,114.55.250.233,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/N4215/adj/MS.us.sr.aps,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/N4215/adj/MS.us.sr.aps,987654321,
2024-08-06,101.43.2.116,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,0.0.0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",/admin/user,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/admin/user,305419896,
2024-08-06,122.152.232.22,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,666666666,
2024-08-06,60.205.226.146,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,1234567890,
2024-08-06,47.100.196.58,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,
2024-08-06,121.196.235.124,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,6,
2024-08-06,82.157.154.247,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,
2024-08-06,43.128.43.17,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,666666666,
2024-08-06,47.113.179.177,80,http,%windir%\sysnative\wbem\wmiprvse.exe -Embedding,%windir%\syswow64\wbem\wmiprvse.exe -Embedding,,,/fd/ls/lsp.aspx,%windir%\sysnative\wbem\wmiprvse.exe -Embedding,%windir%\syswow64\wbem\wmiprvse.exe -Embedding,/fd/ls/lsp.aspx,391144938,
2024-08-06,3.248.199.103,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,959059006,
2024-08-06,124.222.15.103,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,
2024-08-06,47.120.3.3,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,1234567890,
2024-08-06,3.31.238.78,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,257634101,
2024-08-06,150.158.84.155,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,0.0.0.0,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; BOIE9;ENUS),/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,305419896,
2024-08-06,118.89.200.169,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,
2024-08-06,18.169.194.5,80,http,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,,,/jquery-3.3.4.min.js,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,/jquery-3.3.4.min.js,1907809948,
2024-08-06,1.92.96.35,80,http,%windir%\sysnative\getmac.exe /V,%windir%\syswow64\Locator.exe,,,/alert/extra/A7M1XKX85L6I,%windir%\sysnative\getmac.exe /V,%windir%\syswow64\Locator.exe,/alert/extra/A7M1XKX85L6I,987654321,
2024-08-06,47.92.131.203,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,666666666,
2024-08-06,13.41.187.29,80,http,%windir%\sysnative\WUAUCLT.exe,%windir%\syswow64\WUAUCLT.exe,,,/cs_index.html,%windir%\sysnative\WUAUCLT.exe,%windir%\syswow64\WUAUCLT.exe,/cs_index.html,511687522,
2024-08-06,8.134.80.227,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/ChromeUpdate/GetUpdate/manager.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/ChromeUpdate/GetUpdate/manager.php,987654321,
2024-08-06,117.50.188.167,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,Host: 117.50.188.167
2024-08-06,47.97.162.223,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,
2024-08-06,8.130.111.241,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,100000,
2024-08-06,123.207.55.181,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,391144938,
2024-08-06,47.92.95.38,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,666666,
2024-08-06,8.138.8.240,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,0.0.0.0,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0) LBBROWSER,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,305419896,
2024-08-06,23.224.61.73,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,
2024-08-06,62.234.55.243,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,
2024-08-06,213.109.202.8,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,678358251,
2024-08-06,121.36.111.48,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,391144938,
2024-08-06,101.36.117.53,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,
2024-08-06,39.100.182.56,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,666666666,
2024-08-06,47.242.238.41,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,
2024-08-06,81.70.29.244,80,http,%windir%\sysnative\mtstocom.exe,%windir%\syswow64\mtstocom.exe,,,/jquery-3.3.2.min.js,%windir%\sysnative\mtstocom.exe,%windir%\syswow64\mtstocom.exe,/jquery-3.3.2.min.js,1234567890,
2024-08-06,101.43.16.149,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,0.0.0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",/admin/user,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/admin/user,305419896,
2024-08-06,159.75.177.85,80,http,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,,,/jquery-3.3.2.min.js,%windir%\sysnative\dllhost.exe,%windir%\syswow64\dllhost.exe,/jquery-3.3.2.min.js,391144938,
2024-08-06,101.43.27.196,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,987654321,
2024-08-06,49.232.199.246,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,1234567890,
2024-08-06,114.55.119.40,80,http,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,,,/submit.php,%windir%\sysnative\rundll32.exe,%windir%\syswow64\rundll32.exe,/submit.php,0,
